Interactor A	Interaction	Interactor B	Interaction detection method(s)	Interaction identifier(s)	Interaction type(s)	Publication Identifier(s)	HostOrganism(s)	NumMethods	NumPublications	Throughput	Weight
P42566	interacts with	Q96CW1	MI:0676(tandem affinity purification)|MI:0006(anti bait coimmunoprecipitation)|MI:0493(in vivo)|MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)	UniProt_130642|UniProt_99112|HPRD_40085|BIOGRID_219959|BIOGRID_219900	MI:0914(association)|MI:0914(association)|MI:0915(physical association)|MI:0915(physical association)	24189400|19380743|17762867|19380743|19380743	human-bronchial epit:9606|human-k_562:9606|unspecified:32644|unspecified:32644	4	3	15	0.466666667
P42566	interacts with	P98082	MI:0007(anti tag coimmunoprecipitation)	UniProt_124253	MI:0915(physical association)	22648170	human-293:9606	1	1	1	2
P42566	interacts with	Q05193	MI:0493(in vivo)	HPRD_10735	-	11483962	-	1	1	2	1
P04626	interacts with	P63010	MI:0004(affinity chromatography technology)	BIOGRID_251722	MI:0915(physical association)	16314522	unspecified:32644	1	1	9	0.222222222
P04626	interacts with	Q03135	MI:0493(in vivo)	HPRD_39174	-	9685399	-	1	1	1	2
P04626	interacts with	Q15075	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0004(affinity chromatography technology)|MI:0006(anti bait coimmunoprecipitation)	UniProt_81700|UniProt_81701|UniProt_81707|UniProt_81709|BIOGRID_251723|UniProt_81714	MI:0914(association)|MI:0915(physical association)|MI:0403(colocalization)|MI:0403(colocalization)|MI:0915(physical association)|MI:0915(physical association)	16314522|16314522|16314522|16314522|16314522|16314522	human-mda_453:9606|human-mda_453:9606|human-mda_453:9606|human-mda_453:9606|unspecified:32644|human-mda_453:9606	2	1	9	0.333333333
P04626	interacts with	P12931	MI:0004(affinity chromatography technology)|MI:0006(anti bait coimmunoprecipitation)|MI:0019(coimmunoprecipitation)|MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)|MI:0006(anti bait coimmunoprecipitation)|MI:0493(in vivo)|MI:0019(coimmunoprecipitation)|MI:0019(coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0004(affinity chromatography technology)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	BIOGRID_270548|UniProt_109945|MINT_79467|BIOGRID_270546|BIOGRID_165069|UniProt_109949|HPRD_39163|MINT_47583|UniProt_71229|UniProt_109950|BIOGRID_102480|UniProt_109942|UniProt_109946|UniProt_109941	MI:0915(physical association)|MI:0915(physical association)|MI:0914(association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0914(association)|MI:0914(association)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0914(association)|MI:0914(association)|MI:0914(association)	21075308|21075308|11940572|21075308|17875712|21075308|7542762|11940572|11940572|21075308|11940572|21075308|21075308|21075308	unspecified:32644|human-mcf7-her18:9606|unspecified:-3|unspecified:32644|unspecified:32644|human-mcf7-her18:9606|unspecified:-3|unknown:-3|human-mcf7-her18:9606|unspecified:32644|human-mcf7-her18:9606|human-mcf7-her18:9606|human-mcf7-her18:9606	4	4	1	8
P62993	interacts with	P63010	MI:0004(affinity chromatography technology)|MI:0096(pull down)|MI:0096(pull down)	BIOGRID_289077|MINT_60457|MINT_31676	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	12577067|12577067|12577067	unspecified:32644|in vitro:-1|in vitro:-1	2	1	43	0.069767442
P62993	interacts with	Q96CW1	MI:0096(pull down)|MI:0004(affinity chromatography technology)|MI:0096(pull down)	MINT_60459|BIOGRID_289078|MINT_31678	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	12577067|12577067|12577067	in vitro:-1|unspecified:32644|in vitro:-1	2	1	43	0.069767442
P62993	interacts with	P98082	MI:0415(enzymatic study)|MI:0096(pull down)|MI:0018(two hybrid)|MI:0004(affinity chromatography technology)|MI:0493(in vivo)|MI:0096(pull down)	BIOGRID_221469|UniProt_110448|BIOGRID_126654|BIOGRID_257127|HPRD_4168|UniProt_91609	MI:0915(physical association)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association)	10542228|20936779|20936779|22323290|9569023|17474147	unspecified:32644|in vitro:-1|unspecified:32644|unspecified:32644|in vitro:-1	5	5	2	5
P62993	interacts with	Q05193	MI:0007(anti tag coimmunoprecipitation)|MI:0107(surface plasmon resonance)|MI:0004(affinity chromatography technology)|MI:0107(surface plasmon resonance)|MI:0096(pull down)|MI:0004(affinity chromatography technology)|MI:0107(surface plasmon resonance)|MI:0107(surface plasmon resonance)|MI:0493(in vivo)|MI:0096(pull down)|MI:0415(enzymatic study)|MI:0096(pull down)|MI:0047(far western blotting)|MI:0096(pull down)|MI:0107(surface plasmon resonance)|MI:0107(surface plasmon resonance)|MI:0096(pull down)	UniProt_113996|MINT_36548|BIOGRID_257632|MINT_36549|UniProt_66014|BIOGRID_219553|MINT_65683|MINT_65682|HPRD_4268|UniProt_180949|BIOGRID_192124|BIOGRID_110224|BIOGRID_110321|BIOGRID_110223|UniProt_81428|UniProt_81427|UniProt_91691	MI:0914(association)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)	21706016|15834155|21706016|15834155|10206341|19380743|15834155|15834155|8119878|10206341|15834155|8119878|9009162|8119878|15834155|15834155|17474147	human-293t:9606|in vitro:-1|unspecified:32644|in vitro:-1|in vitro:-1|unspecified:32644|in vitro:-1|in vitro:-1|in vitro:-1|unspecified:32644|unspecified:32644|unspecified:32644|unspecified:32644|in vitro:-1|in vitro:-1|in vitro:-1	7	7	1	14
P62993	interacts with	Q9Y2I1	MI:0007(anti tag coimmunoprecipitation)|MI:0004(affinity chromatography technology)	UniProt_113996|BIOGRID_257642	MI:0914(association)|MI:0915(physical association)	21706016|21706016	human-293t:9606|unspecified:32644	2	1	104	0.028846154
P62993	interacts with	Q01968	MI:0096(pull down)|MI:0493(in vivo)	BIOGRID_104100|HPRD_3919	MI:0407(direct interaction)|-	9038219|9038219	unspecified:32644|-	2	1	1	3
P62993	interacts with	Q13905	MI:0019(coimmunoprecipitation)|MI:0004(affinity chromatography technology)|MI:0493(in vivo)|MI:0018(two hybrid)|MI:0081(peptide array)|MI:0019(coimmunoprecipitation)|MI:0004(affinity chromatography technology)|MI:0081(peptide array)|MI:0096(pull down)|MI:0096(pull down)|MI:0096(pull down)|MI:0081(peptide array)|MI:0081(peptide array)|MI:0096(pull down)|MI:0096(pull down)|MI:0096(pull down)	UniProt_135282|BIOGRID_104483|HPRD_4015|BIOGRID_126688|MINT_73369|UniProt_135285|BIOGRID_108282|MINT_73352|UniProt_110481|MINT_85682|MINT_85681|MINT_43326|MINT_43309|MINT_56621|MINT_56620|BIOGRID_194395	MI:0915(physical association)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0915(physical association)	8621483|8621483|8621483|20936779|17474147|8621483|7512734|17474147|20936779|8621483|8621483|17474147|17474147|8621483|8621483|8943292	in vivo:-4|unspecified:32644|unspecified:32644|unspecified:-3|in vivo:-4|unspecified:32644|unspecified:-3|in vitro:-1|in vitro:-1|in vitro:-1|unspecified:-3|unspecified:-3|in vitro:-1|in vitro:-1|unspecified:32644	6	5	2	5.5
P62993	interacts with	Q8TB24	MI:0096(pull down)|MI:0081(peptide array)|MI:0081(peptide array)	UniProt_91649|MINT_73358|MINT_43315	MI:0915(physical association)|MI:0407(direct interaction)|MI:0407(direct interaction)	17474147|17474147|17474147	in vitro:-1|unspecified:-3|unspecified:-3	2	1	992	0.003024194
P62993	interacts with	Q15036	MI:0096(pull down)	UniProt_91688	MI:0915(physical association)	17474147	in vitro:-1	1	1	992	0.002016129
P62993	interacts with	Q96RF0	MI:0007(anti tag coimmunoprecipitation)|MI:0493(in vivo)|MI:0004(affinity chromatography technology)	UniProt_113996|HPRD_39904|BIOGRID_257637	MI:0914(association)|MI:0915(physical association)	21706016|17072306|21706016	human-293t:9606|unspecified:32644	3	2	12	0.416666667
P62993	interacts with	Q99816	MI:0007(anti tag coimmunoprecipitation)|MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)	UniProt_113996|BIOGRID_257677|BIOGRID_219643	MI:0914(association)|MI:0915(physical association)|MI:0915(physical association)	21706016|21706016|19380743	human-293t:9606|unspecified:32644|unspecified:32644	2	2	104	0.038461538
O00291	interacts with	P63010	MI:0018(two hybrid)	HPRD_31143	-	15533940	-	1	1	2	1
P13612	interacts with	P63010	MI:0004(affinity chromatography technology)	BIOGRID_261037	MI:0915(physical association)	22623428	unspecified:32644	1	1	830	0.002409639
P13612	interacts with	Q96CW1	MI:0004(affinity chromatography technology)	BIOGRID_261240	MI:0915(physical association)	22623428	unspecified:32644	1	1	830	0.002409639
P13612	interacts with	P30048	MI:0004(affinity chromatography technology)	BIOGRID_261271	MI:0915(physical association)	22623428	unspecified:32644	1	1	830	0.002409639
P13612	interacts with	P51148	MI:0004(affinity chromatography technology)	BIOGRID_261258	MI:0915(physical association)	22623428	unspecified:32644	1	1	830	0.002409639
P13612	interacts with	P19320	MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)|MI:0096(pull down)|MI:0493(in vivo)|MI:0030(cross-linking study)|MI:0030(cross-linking study)|MI:0096(pull down)|MI:0096(pull down)	BIOGRID_260912|BIOGRID_252582|UniProt_122794|HPRD_40050|UniProt_103100|UniProt_103098|UniProt_122791|UniProt_122792	MI:0915(physical association)|MI:0915(physical association)|MI:0914(association)|MI:0914(association)|MI:0914(association)|MI:0914(association)|MI:0914(association)	22623428|19738201|22623428|9117345|19738201|19738201|22623428|22623428	unspecified:32644|unspecified:32644|in vitro:-1|in vitro:-1|in vitro:-1|in vitro:-1|in vitro:-1	4	3	3	2.333333333
P13612	interacts with	Q96QK1	MI:0004(affinity chromatography technology)	BIOGRID_261257	MI:0915(physical association)	22623428	unspecified:32644	1	1	830	0.002409639
O60331	interacts with	P63010	MI:0493(in vivo)	HPRD_31458	-	17290217	-	1	1	3	0.666666667
O60331	interacts with	P62330	MI:0004(affinity chromatography technology)|MI:0492(in vitro)	BIOGRID_88792|HPRD_7016	MI:0915(physical association)|-	12847086|12847086	unspecified:32644|-	2	1	1	3
O60331	interacts with	Q9Y5X3	MI:0018(two hybrid)|MI:0018(two hybrid)	BIOGRID_272387|BIOGRID_272388	MI:0407(direct interaction)|MI:0915(physical association)	23602387|23602387	unspecified:32644|unspecified:32644	1	1	6	0.333333333
P29353	interacts with	P63010	MI:0004(affinity chromatography technology)|MI:0006(anti bait coimmunoprecipitation)	BIOGRID_219711|UniProt_99108	MI:0915(physical association)|MI:0914(association)	19380743|19380743	unspecified:32644|human-k_562:9606	2	1	620	0.00483871
P29353	interacts with	Q96CW1	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0676(tandem affinity purification)|MI:0004(affinity chromatography technology)	UniProt_99112|UniProt_99108|UniProt_130650|BIOGRID_219758	MI:0914(association)|MI:0914(association)|MI:0914(association)|MI:0915(physical association)	19380743|19380743|24189400|19380743	human-k_562:9606|human-k_562:9606|human-bronchial epit:9606|unspecified:32644	3	2	90	0.055555556
P29353	interacts with	Q13905	MI:0493(in vivo)|MI:0004(affinity chromatography technology)	HPRD_6788|BIOGRID_109639	MI:0915(physical association)	9344843|9344843	unspecified:32644	2	1	9	0.333333333
P61956	interacts with	P63010	MI:0004(affinity chromatography technology)	BIOGRID_183705	MI:0915(physical association)	21252943	unspecified:32644	1	1	338	0.00591716
P61956	interacts with	Q96L93	MI:0004(affinity chromatography technology)	BIOGRID_183117	MI:0915(physical association)	19471022	unspecified:32644	1	1	730	0.002739726
P36897	interacts with	P63010	MI:0004(affinity chromatography technology)|MI:0493(in vivo)	BIOGRID_99984|HPRD_4208	MI:0915(physical association)|-	12429842|12429842	unspecified:32644|-	2	1	2	1.5
P36897	interacts with	Q03135	MI:0401(biochemical)|MI:0401(biochemical)|MI:0493(in vivo)	BIOGRID_113115|BIOGRID_113121|HPRD_4209	MI:0403(colocalization)|MI:0915(physical association)|-	11102446|11102446|11102446	unspecified:32644|unspecified:32644|-	2	1	6	0.5
P36897	interacts with	P98082	MI:0096(pull down)|MI:0096(pull down)|MI:0096(pull down)|MI:0493(in vivo)	UniProt_67668|UniProt_67669|BIOGRID_98553|HPRD_4210	MI:0914(association)|MI:0914(association)|MI:0915(physical association)|-	11387212|11387212|11387212|11387212	in vitro:-1|in vitro:-1|unspecified:32644|-	2	1	4	0.75
P36897	interacts with	Q9UNH7	MI:0493(in vivo)|MI:0004(affinity chromatography technology)	HPRD_4227|BIOGRID_112542	MI:0915(physical association)	11279102|11279102	unspecified:32644	2	1	17	0.176470588
P36897	interacts with	Q9UNK0	MI:0493(in vivo)	HPRD_18056	-	15761153	-	1	1	490	0.004081633
P37173	interacts with	P63010	MI:0004(affinity chromatography technology)|MI:0493(in vivo)|MI:0004(affinity chromatography technology)	BIOGRID_99985|HPRD_25180|BIOGRID_99986	MI:0915(physical association)|MI:0407(direct interaction)	12429842|12429842|12429842	unspecified:32644|unspecified:32644	2	1	2	1.5
P37173	interacts with	P98082	MI:0096(pull down)|MI:0096(pull down)|MI:0096(pull down)|MI:0493(in vivo)	UniProt_67668|UniProt_67669|BIOGRID_98554|HPRD_4232	MI:0914(association)|MI:0914(association)|MI:0915(physical association)|-	11387212|11387212|11387212|11387212	in vitro:-1|in vitro:-1|unspecified:32644|-	2	1	4	0.75
P37173	interacts with	Q9UNH7	MI:0493(in vivo)|MI:0004(affinity chromatography technology)	HPRD_4243|BIOGRID_112541	MI:0915(physical association)	11279102|11279102	unspecified:32644	2	1	17	0.176470588
P37173	interacts with	Q8WUH2	MI:0493(in vivo)	HPRD_4242	-	11278302	-	1	1	12	0.166666667
Q96CW1	interacts with	Q9H2X3	MI:0018(two hybrid)	BIOGRID_90174	MI:0915(physical association)	12621057	unspecified:32644	1	1	4	0.5
Q96CW1	interacts with	Q9NZN4	MI:0492(in vitro)|MI:0004(affinity chromatography technology)	HPRD_8281|BIOGRID_86112	MI:0407(direct interaction)	15182197|15182197	unspecified:32644	2	1	5	0.6
Q96CW1	interacts with	Q9HBG7	MI:0018(two hybrid)|MI:0018(two hybrid)	HPRD_7534|BIOGRID_77729	MI:0407(direct interaction)	12621057|12621057	unspecified:32644	1	1	4	0.5
Q96CW1	interacts with	Q9NVZ3	MI:0676(tandem affinity purification)|MI:0004(affinity chromatography technology)	UniProt_130642|BIOGRID_219986	MI:0914(association)|MI:0915(physical association)	24189400|19380743	human-bronchial epit:9606|unspecified:32644	2	2	90	0.044444444
Q96CW1	interacts with	Q9Y3C5	MI:0004(affinity chromatography technology)	BIOGRID_282480	MI:0915(physical association)	23751493	unspecified:32644	1	1	34	0.058823529
Q96CW1	interacts with	Q9Y230	MI:0004(affinity chromatography technology)	BIOGRID_220006	MI:0915(physical association)	19380743	unspecified:32644	1	1	620	0.003225806
Q96CW1	interacts with	Q8WXE9	MI:0004(affinity chromatography technology)|MI:0096(pull down)	BIOGRID_219979|BIOGRID_111801	MI:0915(physical association)|MI:0407(direct interaction)	19380743|11454741	unspecified:32644|unspecified:32644	2	2	2	2
O43747	interacts with	Q96CW1	MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)	BIOGRID_259711|BIOGRID_116757	MI:0915(physical association)|MI:0915(physical association)	10747088|7593184	unspecified:32644|unspecified:32644	1	2	8	0.375
O43747	interacts with	Q8NFT8	MI:0493(in vivo)	HPRD_16834	-	11950833	-	1	1	1	2
O43747	interacts with	P00533	MI:0004(affinity chromatography technology)	BIOGRID_285038	MI:0915(physical association)	23956138	unspecified:32644	1	1	178	0.011235955
O43747	interacts with	P20339	MI:0004(affinity chromatography technology)	BIOGRID_87280	MI:0407(direct interaction)	14665628	unspecified:32644	1	1	14	0.142857143
O43747	interacts with	Q15276	MI:0096(pull down)|MI:0004(affinity chromatography technology)|MI:0096(pull down)|MI:0096(pull down)|MI:0096(pull down)|MI:0004(affinity chromatography technology)|MI:0492(in vitro)	UniProt_72161|BIOGRID_259718|UniProt_72163|BIOGRID_105059|BIOGRID_98791|BIOGRID_194108|HPRD_12473	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)|-	12505986|10747088|12505986|12505986|12042876|11387476|12505986	in vitro:-1|unspecified:32644|in vitro:-1|unspecified:32644|unspecified:32644|unspecified:32644|-	3	4	2	3.5
O43747	interacts with	Q9UJ41	MI:0492(in vitro)	HPRD_12478	-	15143060	-	1	1	10	0.2
P55087	interacts with	Q96CW1	MI:0018(two hybrid)|MI:0018(two hybrid)|MI:0492(in vitro)	BIOGRID_109212|BIOGRID_109213|HPRD_6795	MI:0407(direct interaction)|MI:0407(direct interaction)|-	11742978|11742978|11742978	unspecified:32644|unspecified:32644|-	2	1	4	0.75
Q676U5	interacts with	Q96CW1	MI:0004(affinity chromatography technology)	BIOGRID_213655	MI:0915(physical association)	20639872	unspecified:32644	1	1	6	0.333333333
P11274	interacts with	Q96CW1	MI:0676(tandem affinity purification)|MI:0004(affinity chromatography technology)	UniProt_130642|BIOGRID_219993	MI:0914(association)|MI:0915(physical association)	24189400|19380743	human-bronchial epit:9606|unspecified:32644	2	2	90	0.044444444
P11274	interacts with	P13569	MI:0004(affinity chromatography technology)|MI:0096(pull down)|MI:0096(pull down)|MI:0096(pull down)|MI:0006(anti bait coimmunoprecipitation)|MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)|MI:0096(pull down)|MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)|MI:0096(pull down)	BIOGRID_262809|MINT_40647|UniProt_79285|MINT_70086|UniProt_87501|BIOGRID_140061|BIOGRID_149735|BIOGRID_208482|BIOGRID_197466|BIOGRID_137907|BIOGRID_148386|BIOGRID_117526|BIOGRID_153109|BIOGRID_195943|BIOGRID_248641|BIOGRID_283257|BIOGRID_195522|BIOGRID_247368|BIOGRID_148970|BIOGRID_199192|BIOGRID_148416|BIOGRID_218483|BIOGRID_208376|BIOGRID_289217	MI:0915(physical association)|MI:0403(colocalization)|MI:0403(colocalization)|MI:0403(colocalization)|MI:0914(association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0407(direct interaction)	17110338|15494376|15494376|15494376|17110338|19307599|19828134|19098309|15215316|10982807|20525683|18216283|20147297|17272822|23155000|23818989|19398555|23178238|19269966|16954204|19617352|22952844|16901789|23990462	unspecified:32644|in vitro:-1|in vitro:-1|in vitro:-1|human-calu_3:9606|unspecified:32644|unspecified:32644|unspecified:32644|unspecified:32644|unspecified:32644|unspecified:32644|unspecified:32644|unspecified:32644|unspecified:32644|unspecified:32644|unspecified:32644|unspecified:32644|unspecified:32644|unspecified:32644|unspecified:32644|unspecified:32644|unspecified:32644|unspecified:32644|unspecified:32644	3	21	2	12
